,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,county,tweets,contribution,n_poll,frac_unem,frac_votes,total_votes,registered_A_a,registered_A_b,registered_A_c,registered_B_a,registered_B_b,registered_B_c,registered_C_a,registered_C_b,registered_C_c,registered_D_a,registered_D_b,registered_D_c,registered_E_a,registered_E_b,registered_E_c,registered_F_a,registered_F_b,registered_F_c,registered_G_a,registered_G_b,registered_G_c,registered_A,registered_B,registered_C,registered_D,registered_E,registered_F,registered_G,frac_registered_A_a,frac_registered_A_b,frac_registered_A_c,frac_registered_B_a,frac_registered_B_b,frac_registered_B_c,frac_registered_C_a,frac_registered_C_b,frac_registered_C_c,frac_registered_D_a,frac_registered_D_b,frac_registered_D_c,frac_registered_E_a,frac_registered_E_b,frac_registered_E_c,frac_registered_F_a,frac_registered_F_b,frac_registered_F_c,frac_registered_G_a,frac_registered_G_b,frac_registered_G_c,frac_registered_A,frac_registered_B,frac_registered_C,frac_registered_D,frac_registered_E,frac_registered_F,frac_registered_G,voted_A_a,voted_A_b,voted_A_c,voted_B_a,voted_B_b,voted_B_c,voted_C_a,voted_C_b,voted_C_c,voted_D_a,voted_D_b,voted_D_c,voted_E_a,voted_E_b,voted_E_c,voted_F_a,voted_F_b,voted_F_c,voted_G_a,voted_G_b,voted_G_c,voted_A,voted_B,voted_C,voted_D,voted_E,voted_F,voted_G,frac_vote_A_a,frac_vote_A_b,frac_vote_A_c,frac_vote_B_a,frac_vote_B_b,frac_vote_B_c,frac_vote_C_a,frac_vote_C_b,frac_vote_C_c,frac_vote_D_a,frac_vote_D_b,frac_vote_D_c,frac_vote_E_a,frac_vote_E_b,frac_vote_E_c,frac_vote_F_a,frac_vote_F_b,frac_vote_F_c,frac_vote_G_a,frac_vote_G_b,frac_vote_G_c,frac_voted_A,frac_voted_B,frac_voted_C,frac_voted_D,frac_voted_E,frac_voted_F,frac_voted_G,total_registers,latitude,longitude
71,71,71,71,HARRIS,2,788620,0,0.101463552,0.745910457,20109,1821,2070,5,9807,10450,14,82,146,1,231,262,1,26,21,0,167,162,0,874,811,8,3896,20271,229,494,47,329,1693,0.067547016,0.076783263,0.000185467,0.3637746207203531,0.3876256537705404,0.000519307,0.003041656,0.005415631,3.7093363997180906e-05,0.008568567,0.009718461,3.7093363997180906e-05,0.000964427,0.000778961,0.0,0.006194592,0.006009125,0.0,0.0324196,0.0300827182017137,0.000296747,0.1445157461330168,0.7519195815868541,0.00849438,0.0183241218146073,0.001743388,0.0122037167550725,0.062799065,1214,1563,4,7453,8144,10,53,98,1,150,172,1,19,16,0,96,107,0,497,507,4,2781,15607,152,323,35,203,1008,0.006667,0.007551,0.008,0.0076,0.007793,0.007143,0.006463,0.006712,0.01,0.006494,0.006565,0.01,0.007308,0.007619,0.0,0.005749,0.006605,0.0,0.005686,0.006252,0.005,0.1382962852454125,0.776120145,0.007558805,0.0160624595952061,0.001740514,0.0100949823462131,0.050126809,26959,32.736,-84.9089
72,72,72,72,HART,0,896810,0,0.186084776,0.718935908,12810,1100,1494,2,6512,7233,19,72,80,0,68,76,0,8,10,0,55,52,0,517,515,5,2596,13764,152,144,18,107,1037,0.061735324,0.083847794,0.000112246,0.3654731170726232,0.4059378156919969,0.001066337,0.004040858,0.004489842,0.0,0.003816365,0.00426535,0.0,0.000448984,0.00056123,0.0,0.003086766,0.002918397,0.0,0.0290156022000224,0.0289033561566954,0.000280615,0.1456953642384106,0.7724772701762262,0.008530699,0.008081715,0.001010214,0.006005163,0.0581995734650353,589,986,0,4950,5486,14,52,55,0,36,42,0,6,7,0,28,26,0,241,288,4,1575,10450,107,78,13,54,533,0.005355,0.0066,0.0,0.007601,0.007585,0.007368,0.007222,0.006875,0.0,0.005294,0.005526,0.0,0.0075,0.007,0.0,0.005091,0.005,0.0,0.004662,0.005592,0.008,0.1229508196721311,0.8157689305230289,0.008352849,0.006088993,0.001014832,0.004215457,0.0416081186572989,17818,34.3509,-82.9642
73,73,73,73,HEARD,0,61882,0,0.097849009,0.666584524,5410,329,382,0,3250,3505,8,12,21,0,28,24,1,8,12,0,42,42,0,264,187,1,711,6763,33,53,20,84,452,0.04053721,0.047067521,0.0,0.4004435682602267,0.4318629866929522,0.000985707,0.001478561,0.002587482,0.0,0.003449975,0.002957122,0.000123213,0.000985707,0.001478561,0.0,0.005174963,0.005174963,0.0,0.0325283390832922,0.0230409068506653,0.000123213,0.087604731,0.8332922621981271,0.004066042,0.00653031,0.002464268,0.0103499260719566,0.0556924593395761,166,268,0,2251,2434,7,8,16,0,14,18,1,4,10,0,17,22,0,93,81,0,434,4692,24,33,14,39,174,0.005046,0.007016,0.0,0.006926,0.006944,0.00875,0.006667,0.007619,0.0,0.005,0.0075,0.01,0.005,0.008333,0.0,0.004048,0.005238,0.0,0.003523,0.004332,0.0,0.080221811,0.8672828096118299,0.004436229,0.006099815,0.0025878,0.007208872,0.032162662,8116,33.297,-85.1283
74,74,74,74,HENRY,118,5963062,0,0.043882948,0.680272408,123564,34930,45669,87,32764,35577,66,1724,1995,14,2686,3251,13,185,146,0,2706,3259,12,7752,8716,87,80686,68407,3733,5950,331,5977,16555,0.1923045161006171,0.251427282,0.000478972,0.1803797642576759,0.1958665264618281,0.000363358,0.009491354,0.0109833240658669,7.707595835696078e-05,0.014787573,0.017898139,7.157053276003502e-05,0.001018504,0.000803792,0.0,0.0148976816652811,0.017942182020381,6.606510716310925e-05,0.042678059,0.04798529,0.000478972,0.4442107697135527,0.3766096488089012,0.0205517537533239,0.032757282,0.001822296,0.032905929,0.091142321,22027,33745,63,22828,25760,49,993,1251,9,1331,1924,7,80,90,0,1459,2070,5,4233,5578,62,55835,48637,2253,3262,170,3534,9873,0.006306,0.007389,0.007241,0.006967,0.007241,0.007424,0.00576,0.006271,0.006429,0.004955,0.005918,0.005385,0.004324,0.006164,0.0,0.005392,0.006352,0.004167,0.005461,0.0064,0.007126,0.4518710951409795,0.3936178822310705,0.0182334660580751,0.026399275,0.001375805,0.028600563,0.079901913,181639,33.453,-84.1542
75,75,75,75,HOUSTON,0,1349619,0,0.067804241,0.654741263,75144,14712,19622,81,30649,33349,76,1092,1362,10,1281,1700,7,107,127,4,891,1105,10,4413,4078,93,34415,64074,2464,2988,238,2006,8584,0.1281879253108417,0.1709695126732828,0.000705765,0.2670494645766714,0.2905749810488895,0.0006622,0.009514764,0.011867316,8.71315424896967e-05,0.0111615505929301,0.0148123622232484,6.0992079742787685e-05,0.000932308,0.001106571,3.4852616995878675e-05,0.00776342,0.009628035,8.71315424896967e-05,0.03845115,0.0355322430272983,0.000810323,0.2998632034782911,0.5582866453484826,0.0214692120694612,0.0260349048959213,0.002073731,0.0174785874234331,0.074793716,8457,13202,30,21445,23499,50,649,879,6,701,929,4,49,64,2,460,642,3,1943,2082,48,21689,44994,1534,1634,115,1105,4073,0.005748,0.006728,0.003704,0.006997,0.007046,0.006579,0.005943,0.006454,0.006,0.005472,0.005465,0.005714,0.004579,0.005039,0.005,0.005163,0.00581,0.003,0.004403,0.005105,0.005161,0.2886324922814862,0.5987703609070585,0.020414138,0.0217449164271265,0.001530395,0.0147050995422122,0.054202598,114769,32.459,-83.6662
76,76,76,76,IRWIN,0,268610,0,0.13011063,0.668693009,4180,611,840,0,2178,2291,2,11,14,0,31,34,0,2,7,0,12,10,0,121,85,2,1451,4471,25,65,9,22,208,0.097744361,0.1343784994400896,0.0,0.3484242521196608,0.3665013597824348,0.000319949,0.001759718,0.002239642,0.0,0.004959207,0.00543913,0.0,0.000319949,0.001119821,0.0,0.001919693,0.001599744,0.0,0.0193569028955367,0.0135978243481043,0.000319949,0.2321228603423452,0.7152455607102863,0.00399936,0.0103983362661974,0.00143977,0.003519437,0.033274676,275,514,0,1559,1675,2,9,8,0,11,19,0,1,6,0,4,4,0,49,43,1,789,3236,17,30,7,8,93,0.004501,0.006119,0.0,0.007158,0.007311,0.01,0.008182,0.005714,0.0,0.003548,0.005588,0.0,0.005,0.008571,0.0,0.003333,0.004,0.0,0.00405,0.005059,0.005,0.188755981,0.7741626794258373,0.004066986,0.007177033,0.001674641,0.001913876,0.0222488038277511,6251,31.6022,-83.2764
77,77,77,77,JACKSON,0,1973002,0,0.055056139,0.697218128,37845,1584,1748,5,20630,22339,43,388,402,2,884,1005,2,37,34,0,293,304,1,2395,2164,20,3337,43012,792,1891,71,598,4579,0.029182019,0.03220339,9.211495946941784e-05,0.380066323,0.411551216,0.000792189,0.007148121,0.007406043,3.6845983787767136e-05,0.016285924834193,0.0185151068533529,3.6845983787767136e-05,0.000681651,0.000626382,0.0,0.005397937,0.00560059,1.8422991893883568e-05,0.044123066,0.039867354458364,0.00036846,0.0614775239498894,0.7924097273397199,0.0145910095799557,0.0348378776713338,0.001308032,0.0110169491525423,0.08435888,852,1185,3,14963,16696,30,190,245,2,495,615,1,22,27,0,147,201,1,1070,1087,13,2040,31689,437,1111,49,349,2170,0.005379,0.006779,0.006,0.007253,0.007474,0.006977,0.004897,0.006095,0.01,0.0056,0.006119,0.005,0.005946,0.007941,0.0,0.005017,0.006612,0.01,0.004468,0.005023,0.0065,0.0539040824415378,0.8373365041617122,0.0115471000132117,0.029356586,0.001294755,0.009221826,0.057339147,54280,34.1339,-83.5664
78,78,78,78,JASPER,0,374846,0,0.136842105,0.709896027,7647,848,1015,0,4097,4269,4,13,15,0,68,64,0,8,6,0,31,23,0,158,153,0,1863,8370,28,132,14,54,311,0.078722614,0.094225771,0.0,0.3803379131080579,0.3963052357965094,0.000371333,0.001206833,0.001392499,0.0,0.006312662,0.005941329,0.0,0.000742666,0.000557,0.0,0.002877831,0.002135165,0.0,0.0146676568882287,0.0142034905310063,0.0,0.1729483847010768,0.7770144819903453,0.002599332,0.0122539918306721,0.001299666,0.005012997,0.028871147419235,466,706,0,2978,3253,3,8,9,0,25,30,0,7,4,0,20,12,0,63,63,0,1172,6234,17,55,11,32,126,0.005495,0.006956,0.0,0.007269,0.00762,0.0075,0.006154,0.006,0.0,0.003676,0.004688,0.0,0.00875,0.006667,0.0,0.006452,0.005217,0.0,0.003987,0.004118,0.0,0.1532627174055185,0.8152216555511965,0.002223094,0.007192363,0.001438473,0.004184648,0.01647705,10772,33.3165,-83.688
79,79,79,79,JEFF DAVIS,0,115704,0,0.124547315,0.642097096,5793,612,749,0,3198,3625,8,14,14,0,119,157,0,4,6,0,29,31,0,235,220,1,1361,6831,28,276,10,60,456,0.067834183,0.083019286,0.0,0.3544668587896253,0.4017956107293283,0.000886721,0.001551762,0.001551762,0.0,0.0131899800487696,0.0174019064508978,0.0,0.000443361,0.000665041,0.0,0.003214365,0.003436045,0.0,0.02604744,0.0243848370649523,0.00011084,0.1508534692972733,0.7571491908667701,0.003103525,0.030591886,0.001108402,0.00665041,0.0505431168255375,286,451,0,2203,2560,6,6,6,0,43,63,0,1,4,0,7,9,0,76,71,1,737,4769,12,106,5,16,148,0.004673,0.006021,0.0,0.006889,0.007062,0.0075,0.004286,0.004286,0.0,0.003613,0.004013,0.0,0.0025,0.006667,0.0,0.002414,0.002903,0.0,0.003234,0.003227,0.01,0.1272225099257725,0.8232349387191438,0.002071466,0.018297946,0.000863111,0.002761954,0.025548075,9022,31.8056,-82.6368
80,80,80,80,JEFFERSON,0,162520,0,0.136821489,0.668377555,7683,2448,3309,10,2264,2434,3,12,18,0,23,23,0,7,7,0,26,45,1,440,421,4,5767,4701,30,46,14,72,865,0.2129621574597651,0.2878642888212266,0.000869943,0.1969551979121357,0.2117442366246194,0.000260983,0.001043932,0.001565898,0.0,0.00200087,0.00200087,0.0,0.00060896,0.00060896,0.0,0.002261853,0.003914746,8.699434536755111e-05,0.038277512,0.036624619,0.000347977,0.5016963897346672,0.4089604175728578,0.00260983,0.00400174,0.001217921,0.006263593,0.075250109,1312,2311,8,1716,1871,2,4,7,0,13,14,0,3,3,0,14,22,1,181,198,3,3631,3589,11,27,6,37,382,0.005359,0.006984,0.008,0.00758,0.007687,0.006667,0.003333,0.003889,0.0,0.005652,0.006087,0.0,0.004286,0.004286,0.0,0.005385,0.004889,0.01,0.004114,0.004703,0.0075,0.472601848236366,0.4671352336326955,0.001431732,0.003514252,0.000780945,0.004815827,0.049720161,11495,33.0549,-82.4182
81,81,81,81,JENKINS,0,45142,0,0.201918347,0.644680455,3460,814,1077,1,1421,1549,4,6,6,2,14,12,0,3,3,0,6,14,0,255,179,1,1892,2974,14,26,6,20,435,0.1516675982858207,0.2006707657909446,0.000186324,0.2647661635923234,0.2886156139370225,0.000745295,0.001117943,0.001117943,0.000372648,0.002608534,0.002235886,0.0,0.000558971,0.000558971,0.0,0.001117943,0.002608534,0.0,0.0475125768585802,0.033351966,0.000186324,0.3525246879075834,0.5541270728526179,0.002608534,0.00484442,0.001117943,0.003726477,0.081050866,406,705,0,1012,1151,2,3,5,1,6,4,0,1,1,0,1,9,0,93,60,0,1111,2165,9,10,2,10,153,0.004988,0.006546,0.0,0.007122,0.007431,0.005,0.005,0.008333,0.005,0.004286,0.003333,0.0,0.003333,0.003333,0.0,0.001667,0.006429,0.0,0.003647,0.003352,0.0,0.3210982658959537,0.6257225433526011,0.002601156,0.002890173,0.000578035,0.002890173,0.044219653,5367,32.7924,-81.9635
82,82,82,82,JOHNSON,0,91682,0,0.124788255,0.722993149,4116,735,949,0,1763,1987,3,12,7,0,7,9,0,2,1,0,10,2,0,110,96,0,1684,3753,19,16,3,12,206,0.1291059195503249,0.1666959423853855,0.0,0.3096785526084665,0.3490251185666608,0.000526963,0.002107852,0.00122958,0.0,0.00122958,0.001580889,0.0,0.000351309,0.000175654,0.0,0.001756543,0.000351309,0.0,0.0193219743544704,0.016862814,0.0,0.2958018619357105,0.6592306341120675,0.003337432,0.002810469,0.000526963,0.002107852,0.036184788,408,699,0,1367,1539,1,11,5,0,2,3,0,1,1,0,5,0,0,33,41,0,1107,2907,16,5,2,5,74,0.005551,0.007366,0.0,0.007754,0.007745,0.003333,0.009167,0.007143,0.0,0.002857,0.003333,0.0,0.005,0.01,0.0,0.005,0.0,0.0,0.003,0.004271,0.0,0.2689504373177842,0.706268222,0.003887269,0.001214772,0.000485909,0.001214772,0.0179786200194363,5693,32.7015,-82.6601
83,83,83,83,JONES,0,421224,0,0.082959254,0.716704827,15025,2251,2800,1,7035,7715,7,35,62,0,63,80,0,19,17,0,84,86,0,417,291,1,5052,14757,97,143,36,170,709,0.1073745468422056,0.133562297271513,4.770082045411181e-05,0.3355752718946765,0.3680118298034726,0.000333906,0.001669529,0.002957451,0.0,0.003005152,0.003816066,0.0,0.000906316,0.000810914,0.0,0.004006869,0.004102271,0.0,0.0198912421293646,0.0138809387521465,4.770082045411181e-05,0.2409845449341728,0.703921007,0.00462698,0.006821217,0.00171723,0.008109139,0.0338198817019652,1483,2140,0,5094,5751,5,21,43,0,33,54,0,13,9,0,51,54,0,145,129,0,3623,10850,64,87,22,105,274,0.006588,0.007643,0.0,0.007241,0.007454,0.007143,0.006,0.006935,0.0,0.005238,0.00675,0.0,0.006842,0.005294,0.0,0.006071,0.006279,0.0,0.003477,0.004433,0.0,0.2411314475873544,0.7221297836938436,0.004259567,0.005790349,0.001464226,0.006988353,0.0182362728785357,20964,33.0251,-83.5605
84,84,84,84,LAMAR,0,189896,0,0.087819072,0.684711212,9069,1322,1686,0,4358,4696,4,19,27,0,50,66,0,15,15,0,59,62,0,448,417,1,3008,9058,46,116,30,121,866,0.09981125,0.1272933182332956,0.0,0.3290298225745564,0.3545488863722159,0.000302001,0.001434504,0.002038505,0.0,0.003775009,0.004983012,0.0,0.001132503,0.001132503,0.0,0.004454511,0.004681012,0.0,0.033824085,0.0314835787089467,7.550018875047188e-05,0.2271045677614194,0.6838807097017743,0.003473009,0.008758022,0.002265006,0.009135523,0.065383163,709,1155,0,3118,3509,3,13,12,0,20,33,0,4,12,0,25,38,0,193,225,0,1864,6630,25,53,16,63,418,0.005363,0.006851,0.0,0.007155,0.007472,0.0075,0.006842,0.004444,0.0,0.004,0.005,0.0,0.002667,0.008,0.0,0.004237,0.006129,0.0,0.004308,0.005396,0.0,0.2055353401698092,0.7310618590803837,0.002756644,0.005844084,0.001764252,0.006946742,0.04609108,13245,33.0765,-84.1395
85,85,85,85,LANIER,0,58544,0,0.122634554,0.570497536,3589,599,686,0,2018,2370,2,15,28,0,63,73,0,12,13,0,29,43,0,181,157,2,1285,4390,43,136,25,72,340,0.095215387,0.1090446669845811,0.0,0.3207757113336512,0.3767286599904625,0.000317914,0.002384359,0.004450803,0.0,0.0100143061516452,0.0116038785566682,0.0,0.001907487,0.002066444,0.0,0.00460976,0.006835161,0.0,0.028771261,0.0249562867588618,0.000317914,0.2042600540454617,0.6978222858051184,0.006835161,0.0216181847083134,0.003973931,0.0114449213161659,0.054045462,287,402,0,1221,1389,2,8,17,0,25,35,0,4,8,0,16,20,0,73,82,0,689,2612,25,60,12,36,155,0.004791,0.00586,0.0,0.006051,0.005861,0.01,0.005333,0.006071,0.0,0.003968,0.004795,0.0,0.003333,0.006154,0.0,0.005517,0.004651,0.0,0.004033,0.005223,0.0,0.1919754806352744,0.7277793257174701,0.006965729,0.0167177486765115,0.00334355,0.0100306492059069,0.043187517,6291,31.0379,-83.0628
86,86,86,86,LAURENS,2,1176060,0,0.110518154,0.675551607,22810,4838,6586,12,9300,10421,13,106,119,2,146,159,0,24,33,1,140,169,0,922,768,6,11436,19734,227,305,58,309,1696,0.1432844661631867,0.1950540500518288,0.000355398,0.2754331408262994,0.3086332000592329,0.000385014,0.003139345,0.00352436,5.923293351103213e-05,0.004324004,0.004709018,0.0,0.000710795,0.000977343,2.9616466755516062e-05,0.004146305,0.005005183,0.0,0.0273063823485858,0.022745446,0.000177699,0.3386939138160817,0.5844513549533541,0.006722938,0.009033022,0.001717755,0.009151488,0.0502295276173552,2486,4226,5,6960,7894,11,77,84,1,65,77,0,6,14,1,73,95,0,350,380,5,6717,14865,162,142,21,168,735,0.005138,0.006417,0.004167,0.007484,0.007575,0.008462,0.007264,0.007059,0.005,0.004452,0.004843,0.0,0.0025,0.004242,0.01,0.005214,0.005621,0.0,0.003796,0.004948,0.008333,0.2944761069706269,0.6516878562034195,0.007102148,0.00622534,0.000920649,0.007365191,0.032222709,33765,32.4637,-82.9222
87,87,87,87,LEE,0,440008,0,0.058069085,0.687676735,16780,2008,2629,11,8183,8934,30,169,182,2,134,166,2,28,20,0,109,86,1,888,800,19,4648,17147,353,302,48,196,1707,0.082291709,0.1077414860046719,0.000450801,0.3353551083971968,0.3661325355518216,0.001229458,0.006925946,0.007458711,8.196385394041228e-05,0.005491578,0.006803,8.196385394041228e-05,0.001147494,0.000819639,0.0,0.00446703,0.003524446,4.098192697020614e-05,0.036391951,0.032785542,0.000778657,0.1904839965575181,0.7027171017581246,0.0144666202204827,0.0123765419450022,0.001967132,0.008032458,0.069956149,1229,1855,3,5809,6550,16,100,119,1,66,97,1,11,12,0,60,54,0,389,401,7,3087,12375,220,164,23,114,797,0.006121,0.007056,0.002727,0.007099,0.007332,0.005333,0.005917,0.006538,0.005,0.004925,0.005843,0.005,0.003929,0.006,0.0,0.005505,0.006279,0.0,0.004381,0.005012,0.003684,0.183969010727056,0.7374851013110846,0.0131108462455303,0.00977354,0.001370679,0.006793802,0.04749702,24401,31.7795,-84.1411
88,88,88,88,LIBERTY,6,1037860,0,0.118619184,0.516833113,21477,7673,9829,24,6673,7401,9,320,456,0,1227,1468,1,43,78,0,412,611,1,2831,2486,12,17526,14083,776,2696,121,1024,5329,0.184646853567561,0.2365299001323547,0.000577548,0.1605823607267477,0.1781013115148598,0.00021658,0.007700638,0.0109734087354109,0.0,0.029527132715678,0.035326675,2.406449284081338e-05,0.001034773,0.00187703,0.0,0.009914571,0.0147034051257369,2.406449284081338e-05,0.068126579,0.059824329202262,0.000288774,0.4217543015280953,0.3389002526771748,0.0186740464444711,0.064877873,0.002911804,0.024642041,0.1282396823486945,4109,5972,8,3706,4164,7,114,241,0,431,587,0,17,36,0,172,274,0,741,890,8,10089,7877,355,1018,53,446,1639,0.005355,0.006076,0.003333,0.005554,0.005626,0.007778,0.003562,0.005285,0.0,0.003513,0.003999,0.0,0.003953,0.004615,0.0,0.004175,0.004484,0.0,0.002617,0.00358,0.006667,0.4697583461377287,0.3667644456860828,0.0165293104251059,0.047399544,0.002467756,0.020766401,0.076314197,41555,31.8282,-81.4949
89,89,89,89,LINCOLN,0,225474,1,0.260651629,0.729717055,4668,735,932,0,2047,2143,2,4,12,0,15,14,0,7,7,0,22,18,1,233,204,1,1667,4192,16,29,14,41,438,0.114897608253869,0.1456932937314366,0.0,0.3199937470689385,0.3350007816163827,0.000312647,0.000625293,0.001875879,0.0,0.002344849,0.002188526,0.0,0.001094263,0.001094263,0.0,0.003439112,0.002813819,0.000156323,0.036423323,0.031889948,0.000156323,0.2605909019853056,0.655307175,0.002501172,0.004533375,0.002188526,0.006409254,0.068469595,464,677,0,1581,1656,0,3,7,0,8,6,0,2,5,0,9,11,1,113,125,0,1141,3237,10,14,7,21,238,0.006313,0.007264,0.0,0.007723,0.007727,0.0,0.0075,0.005833,0.0,0.005333,0.004286,0.0,0.002857,0.007143,0.0,0.004091,0.006111,0.01,0.00485,0.006127,0.0,0.2444301628106255,0.6934447300771208,0.002142245,0.002999143,0.001499572,0.004498715,0.050985433,6397,33.7936,-82.4512
90,90,90,90,LONG,104,73532,0,0.111326861,0.54153172,5685,1186,1419,2,2672,2994,5,48,82,1,269,307,0,15,19,0,99,122,2,657,592,7,2607,5671,131,576,34,223,1256,0.1129738997904362,0.1351686035435321,0.000190512,0.2545246713659744,0.2851971804153172,0.000476281,0.004572299,0.007811012,9.525623928367307e-05,0.025623928,0.0292436654600876,0.0,0.001428844,0.001809869,0.0,0.009430368,0.0116212611926081,0.000190512,0.062583349,0.0563916936559344,0.000666794,0.2483330158125357,0.540198133,0.0124785673461611,0.054867594,0.003238712,0.021242141360259,0.1196418365402934,583,822,0,1645,1776,2,22,43,0,107,119,0,10,11,0,49,63,1,206,222,4,1405,3423,65,226,21,113,432,0.004916,0.005793,0.0,0.006156,0.005932,0.004,0.004583,0.005244,0.0,0.003978,0.003876,0.0,0.006667,0.005789,0.0,0.004949,0.005164,0.005,0.003135,0.00375,0.005714,0.2471416007036059,0.6021108179419525,0.011433597185576,0.039753738,0.003693931,0.0198768689533861,0.075989446,10498,31.7526,-81.7458
91,91,91,91,LOWNDES,6,1953956,0,0.092575487,0.566329327,46503,12008,15817,22,21423,23971,42,447,586,3,956,1164,4,132,131,2,988,1142,3,1670,1559,43,27847,45436,1036,2124,265,2133,3272,0.1462375019789802,0.192624797535104,0.000267923,0.2608965693617332,0.2919269786757273,0.00051149,0.005443718,0.007136507,3.653501881553469e-05,0.0116424926625503,0.0141755873004274,4.871335842071292e-05,0.001607541,0.001595362,2.435667921035646e-05,0.0120322,0.0139076638291135,3.653501881553469e-05,0.0203378271406476,0.018986031,0.000523669,0.3391302229853982,0.553335038,0.0126167598309646,0.025866793,0.00322726,0.0259763983778451,0.039847527,5193,8717,10,13483,15358,24,222,325,1,369,510,4,61,65,0,392,565,3,562,626,13,13920,28865,548,883,126,960,1201,0.004325,0.005511,0.004545,0.006294,0.006407,0.005714,0.004966,0.005546,0.003333,0.00386,0.004381,0.01,0.004621,0.004962,0.0,0.003968,0.004947,0.01,0.003365,0.004015,0.003023,0.2993355267402103,0.6207126421951272,0.0117841859664967,0.0189880222781325,0.002709503,0.020643829,0.0258262907769391,82113,30.8338,-83.2677
92,92,92,92,LUMPKIN,12,858344,0,0.102260495,0.674180593,15612,108,87,0,9821,10550,10,42,61,0,197,194,0,61,46,0,105,115,0,975,778,7,195,20381,103,391,107,220,1760,0.004663817,0.003756963,0.0,0.4241050222394956,0.4555857839961998,0.000431835,0.001813706,0.002634193,0.0,0.008507147,0.008377596,0.0,0.002634193,0.00198644,0.0,0.004534266,0.004966101,0.0,0.042103899,0.033596753,0.000302284,0.00842078,0.8801226411020425,0.004447899,0.0168847432741719,0.004620633,0.009500367,0.076002936,37,49,0,6786,7482,9,26,39,0,89,114,0,35,31,0,58,57,0,417,378,5,86,14277,65,203,66,115,800,0.003426,0.005632,0.0,0.00691,0.007092,0.009,0.00619,0.006393,0.0,0.004518,0.005876,0.0,0.005738,0.006739,0.0,0.005524,0.004957,0.0,0.004277,0.004859,0.007143,0.005508583,0.9144888547271328,0.004163464,0.0130028183448629,0.004227517,0.007366129,0.051242634,23157,34.5722,-84.0027
93,93,93,93,MACON,0,102382,0,0.085303514,0.630334954,4667,1924,2436,2,1252,1290,2,45,28,0,36,53,0,3,1,0,19,22,0,162,128,1,4362,2544,73,89,4,41,291,0.2598595353862777,0.3290113452188006,0.000270124,0.1690977849810913,0.1742301458670988,0.000270124,0.006077796,0.00378174,0.0,0.004862237,0.007158293,0.0,0.000405186,0.000135062,0.0,0.00256618,0.002971367,0.0,0.021880065,0.017287952,0.000135062,0.5891410048622366,0.3435980551053484,0.009859535,0.012020529,0.000540249,0.005537547,0.0393030794165316,1026,1604,0,887,924,2,28,19,0,9,25,0,1,0,0,5,3,0,68,65,1,2630,1813,47,34,1,8,134,0.005333,0.006585,0.0,0.007085,0.007163,0.01,0.006222,0.006786,0.0,0.0025,0.004717,0.0,0.003333,0.0,0.0,0.002632,0.001364,0.0,0.004198,0.005078,0.01,0.5635311763445469,0.3884722519820013,0.010070709,0.007285194,0.00021427,0.001714163,0.0287122348403685,7404,32.3584,-84.0425
94,94,94,94,MADISON,0,455596,0,0.292365835,0.697515355,14991,864,970,2,8178,8956,26,99,122,2,177,216,0,25,23,0,90,93,1,865,771,12,1836,17160,223,393,48,184,1648,0.040201005,0.045133073,9.305788200260562e-05,0.3805136795086544,0.4167131956076679,0.001209752,0.004606365,0.005676531,9.305788200260562e-05,0.008235623,0.0100502512562814,0.0,0.001163224,0.001070166,0.0,0.004187605,0.004327192,4.652894100130281e-05,0.040247534,0.0358738135120044,0.000558347,0.085427136,0.7984366275823562,0.0103759538432905,0.018285873813512,0.002233389,0.008561325,0.076679695,467,693,0,5965,6585,19,62,84,0,84,116,0,15,12,0,45,57,1,385,395,6,1160,12569,146,200,27,103,786,0.005405,0.007144,0.0,0.007294,0.007353,0.007308,0.006263,0.006885,0.0,0.004746,0.00537,0.0,0.006,0.005217,0.0,0.005,0.006129,0.01,0.004451,0.005123,0.005,0.077379761,0.8384363951704356,0.009739177,0.013341338136215,0.001801081,0.006870789,0.0524314588753251,21492,34.1278,-83.209
95,95,95,95,MARION,0,35340,0,0.158543746,0.709501558,3644,700,844,0,1524,1657,5,22,25,0,51,46,0,4,7,0,15,26,0,117,92,1,1544,3186,47,97,11,41,210,0.1362928348909657,0.1643302180685358,0.0,0.2967289719626168,0.3226246105919003,0.00097352,0.004283489,0.004867601,0.0,0.009929907,0.008956386,0.0,0.000778816,0.001362928,0.0,0.002920561,0.005062305,0.0,0.022780374,0.017912773,0.000194704,0.3006230529595015,0.6203271028037384,0.00915109,0.0188862928348909,0.002141745,0.007982866,0.04088785,413,646,0,1144,1218,3,9,14,0,26,29,0,2,4,0,8,18,0,58,51,1,1059,2365,23,55,6,26,110,0.0059,0.007654,0.0,0.007507,0.007351,0.006,0.004091,0.0056,0.0,0.005098,0.006304,0.0,0.005,0.005714,0.0,0.005333,0.006923,0.0,0.004957,0.005543,0.01,0.2906147091108672,0.6490120746432492,0.006311745,0.0150933040614709,0.001646542,0.007135016,0.0301866081229418,5136,32.3535,-84.5246
